"";"field_id";"name";"semester";"ects";"test_type";"lecturer";"description"
"447";"9";"Technika i technologia przeróbki surowców";"7";"4";"Zaliczenie";"Tomasz Gawenda";"Surowce mineralne a uwarunkowania doboru technologii ich przeróbki. Wybrane metody oznaczania fizyczno-mechanicznych właściwości surowców i produktów. Charakterystyka poszczególnych procesów i układów technologicznych przeróbki surowców w zależności od ich właściwości i wymagań produktowych. Wskaźniki techniczno-technologiczne i ekonomiczne oceny procesów przeróbki surowców mineralnych i produktów. Technologiczne wykorzystanie maszyn kruszących, mielących i scalających. Budowa, zasada działania oraz parametry maszyn. Technologiczne wykorzystanie maszyn do klasyfikacji mechanicznej, hydraulicznej i powietrznej. Budowa, zasada działania i parametry maszyn. Technologiczne wykorzystanie maszyn do wzbogacania i separacji. Budowa, zasada działania oraz parametry maszyn. Technologiczne wykorzystanie maszyn do odwadniania, płukania i uszlachetniania. Budowa, zasada działania oraz parametry maszyn. Zasady doboru poszczególnych urządzeń w układach technologicznych. Zasady obliczania obiegów materiałowych w układach technologicznych. Kompleksowe instalacje technologiczne przeróbki surowców energetycznych, rud metali, skalnych, ceramicznych. 1. Zapoznanie z zasadami BHP obowiązującymi na ćwiczeniach. 2. Kompleksowa technologia przeróbki wybranych surowców mineralnych (np. energetycznych, rud metali, skalnych, ceramicznych) z uwzględnieniem oceny właściwości nadawy oraz jakości uzyskanych produktów do konkretnego przeznaczenia, a także oceny wskaźników techniczno-technologicznych i ekonomicznych procesów przeróbki tych surowców. Zagadnienia mogą obejmować w zależności od wybranych surowców oraz maszyn i ich parametrów pracy następujące badania i analizy: - procesy kruszenia w kruszarkach szczękowych, walcowej, młotkowej, stożkowej, prasie walcowej wysokociśnieniowej (HPGR), shrederze, - procesy mielenia w młynach kulowych, prętowym, planetarnym, - procesy przesiewania w dwupokładowym lub trzypokładowym przesiewaczu wibracyjnym (różne pokłady sitowe), - procesy klasyfikacji hydraulicznej w hydrocyklonie, klasyfikatorze hydraulicznym, - procesy wzbogacania na stole koncentracyjnym, w cieczach ciężkich, osadzarkach, maszynach flotacyjnych, seperatorach magnetycznych, - procesy ciśnieniowej aglomeracji i grudkowania - procesy płukania i odwadniania Opracowanie indywidualnego układu technologicznego związanego z doborem maszyn i urządzeń w instalacji obejmującej węzeł rozdrabniania, klasyfikacji, wzbogacania, płukania i odwadniania wybranego surowca mineralnego. Opracowywanie schematu ilościowo-jakościowego, dobór maszyn i ich parametrów konstrukcyjno-eksploatacyjnych, opracowanie schematu maszynowego."
"448";"9";"Mediacje społeczne w górniczych projektach inwestycyjnych";"7";"2";"Zaliczenie";"Wojciech Naworyta";"Projekt górniczy jako źródło konfliktu społecznego o zasięgu lokalnym, regionalnym i krajowym; Analiza konfliktów społecznych związanych z przygotowaniem lub realizacją inwestycji górniczych; Rzeczywiste zagrożenia ze strony eksploatacji górniczej będące źródłem realnych konfliktów; Udział społeczeństwa w postępowaniu koncesyjnym na kanwie prawa geologicznego i górniczego oraz przepisów o planowaniu i zagospodarowaniu przestrzennym; Analiza interesariuszy funkcjonujących w otoczeniu projektów górniczych; Analiza działania interesariuszy pod kątem realizacji celów i polityk w trakcie przygotowania projektu górniczego; Analiza argumentacji adwersarzy projektów górniczych - ze szczególnym uwzględnieniem tzw. organizacji ekologicznych; Negocjacje w procesie przygotowania i realizacji górniczych projektów inwestycyjnych; Mediacje w górniczych procesach inwestycyjnych; Metody prezentowania informacji i projektach górniczych; Metody prowadzenia dialogu w sytuacji emocjonalnego napięcia towarzyszącego konsultacjom społecznym, które dotyczą inwestycji górniczych. Przygotowanie prezentacji własnego projektu górniczego jako podstąwę informacji dla interesariuszy społecznych; Analiza i przedstawienie niekorzyści wynikających z inwestycji górnczej dla społeczeństwa oraz metod ich minimalizacji; Umiejętne przeprowadzenie prezentacji z zastosowaniem technik i metod poznanych podczas zajęć"
"449";"9";"Kruszywo w innowacji procesowej i produktowej";"7";"2";"Zaliczenie";"Tomasz Gawenda";"Definicje, typy innowacji. Rozróżnianie innowacji w obrębie produktów, procesów, usługi i innowacji marketingowych. Czynniki wpływające na innowacje. Istota kruszywa. Kruszywo w kosmosie i na Ziemi, w skali makro i mikro. Fenomen kruszywa. Innowacje procesowe w branży technologicznej inżynierii mineralnej. Tworzenie innowacji poprzez dyfuzje oraz prace badawczo-rozwojowe – przykłady. Innowacje produktowe. Zmiana właściwości produktów (odpadów) na produkty o znacząco ulepszonych cechach lub nowych poprzez zastosowanie procesów technologicznych – przykłady. Komercjalizacja wyników. Urządzenia i technologie przetwórstwa surowców i odpadów w zakresie działalności innowacyjnej. Charakterystyka, zasada działania i cechy znamienne definiujące innowacje maszyn i procesów. Zastosowanie technik i technologii przeróbczych do zagospodarowania wybranego surowca lub odpadu w celu uzyskania lub przekształcenia go w innowacyjny produkt handlowy. Przykłady rozwiązań przemysłowych instalacji i układów technologicznych do produkcji kruszyw o rożnym gospodarczym zastosowaniu. Znamienne cechy. Metody analiz. Wyznaczanie wskaźników jakościowych i ilościowych w obrębie procesu i produktu jako kruszyw stosowanych w skali mikro-makro. Przykłady kruszyw z surowców skalnych, odpadów oraz komponentów modyfikowanych o szczególnych parametrach i zastosowaniach: fibrokruszywa w budownictwie i drogownictwie, kruszywa ciężkie do specjalnych betonów, kruszywa lekkie do betonów i izolacyjne, kruszywa w klejach, zaprawach i farbach, kruszywa filtracyjne, melioracyjne, kruszywa retencyjne w uprawach i podłożach lekkich na budynkach, kruszywa w nawozach mineralnych, suplementach diety ludzi i zwierząt oraz zwalczania pasożytów, chorób i grzybów. Cechy, parametry i korzyści produktowe oraz procesowe z zastosowania innowacyjnego układu w odróżnieniu od konkurencyjnych produktów dostępnych na rynku. Zasady tworzenia opinii i ekspertyz dotyczących innowacji procesowych i produktowych. Ogólne zasady opracowania opisu wynalazku do zgłoszenia w Urzędzie Patentowym RP. Korzystanie z baz internetowych do wyszukiwania wynalazków. Przegląd stanu techniki. Omówienie zasad BHP obowiązujących na ćwiczeniach. Demonstracja, testowanie i analiza pracy innowacyjnego układu technologicznego przetwarzającego surowce i odpady, wytwarzającego innowacyjne produkty mające zastosowanie w różnych dziedzinach gospodarki. Demonstracja odsłania pięć opatentowanych wynalazków. Badania wybranych właściwości i parametrów kruszyw. Opracowanie projektu dotyczącego opinii i ekspertyzy innowacji procesowej i produktowej w zakresie technologii przeróbki surowców lub odpadów lub innej technologii w celu wytworzenia innowacyjnego produktu. Wykazanie cech, parametrów i korzyści produktowych oraz procesowych z zastosowania innowacyjnego układu w odróżnieniu od konkurencyjnych produktów dostępnych na rynku. Kolokwium zaliczeniowe."
"450";"9";"Nowoczesna diagnostyka obiektów technicznych";"7";"2";"Zaliczenie";"Przemysław Bodziony";"Podstawowe pojęcia i cele diagnostyki technicznej. Cel badań diagnostycznych. Źródła informacji diagnostycznej oraz ich kryteria doboru. Klasyfikacja parametrów i symptomów diagnostycznych. Przemiany energetyczne, jako źródło informacji diagnostycznej. Rodzaje diagnozowania. Podstawy diagnostyki wibroakustycznej DWA. Ocena i prognozowanie stanu w DWA. Drania jako podstawowe źródło informacji diagnostycznej. Pomiary i kryteria oceny drgań. Analiza sygnałów wibroakustycznych. Podstawy diagnostyki termicznej. Podstawy diagnostyki termicznej. Termiczne sygnały diagnostyczne. Aparatura i metodyka badań termicznych. Podstawowe obszary zastosowań. Analizy olejowe i inne techniki nieniszczące. Analiza wielkości wskaźników efektywności i energochłonności procesów technologicznych umożliwi bardziej korzystne i efektywne użytkowanie maszyn górniczych poprzez, między innymi, wdrażanie zmian organizacji produkcji oraz modernizacje technologii pracy i eksploatacji. Z drugiej strony zostanie przeanalizowany stan techniczny maszyn i urządzeń oraz ich struktura niezawodnościowa wraz ze środowiskiem ich pracy, a także możliwości zmiany konfiguracji maszyn i urządzeń w systemie. Możliwe są kompleksowe badania parametrów niezawodnościowych oraz diagnostyka maszyn roboczych z wykorzystaniem: · metod wizyjnych (bezkontaktowych), w tym przy wykorzystaniu techniki termowizyjnej i analizatora drań (wibrametru) na potrzeby identyfikacji rzeczywistych parametrów techniczno-ruchowych maszyn oraz analiz diagnostyki olejowej maszyn i urządzeń. Opracowanie i analiza zależności jednoznacznie definiujących efektywność procesów technologicznych w systemach maszynowych w przemyśle. Opracowanie i analiza zależności pośrednio związanych z samym procesem produkcyjnym, niemniej jednak mogące bezpośrednio wpływać na wzrost energochłonności i zmniejszenie efektywności produkcji. Opracowanie analiz pomocniczych zawierające informacje o przestojach obsługowych maszyn: · Możliwość pozyskiwania i analizy danych dotyczących efektywności pracy maszyn i urządzeń w przemyśle wydobywczym · Opracowanie procedur użytkowania maszyn i urządzeń w kontekście modyfikacji ich technologii pracy."
"451";"9";"Gospodarka o obiegu zamkniętym";"7";"2";"Zaliczenie";"Radosław Pomykała";"Megatrendy i zmiana w podejściu do zrównoważonego rozwoju jako tło do rozwoju idei gospodarki o obiegu zamkniętym (GOZ) Rozwój idei GOZ, wady i ograniczenia gospodarki liniowej Uwarunkowania prawne GOZ Zakres metod i kierunków działań oraz modele GOZ Przykłady wdrożeń GOZ Wskaźniki i metody oceny cyrkularności. Opracowanie koncepcji wdrożenia działań zgodnych w GOZ na wybranych przykładach."
"452";"9";"Prowadzenie badań naukowych lub uczestnictwo w kołach naukowych";"7";"2";"Zaliczenie";"Łukasz Machniak";"Działalność naukowa (np. prace badawcze, publikacje, referaty itp.) badań naukowych. Działalność szkoleniowa (np. szkolenia, warsztaty, kursy, itp.). Działalność organizacyjna (np. organizacja konferencji, obozów, wyjazdów terenowych, współpraca z innymi kołami, spotkania integracyjne itp.). Działalność społeczno-kulturalna (np. działalność charytatywna, imprezy kulturalne). Działalność promocyjna i reprezentacyjna (np. Dzień otwarty AGH, udział w zawodach i konkursach, promocja nauki itp.),"
"453";"9";"Introduction to Rock Mechanic";"7";"3";"Completing the classes";"Jacek Jakubowski";"Mechanical properties of rock material and their laboratory testing. Uniaxial vts Three-axial compression test, stress, strain, strength. Splitting tensile strength. Complete stress-strain curve. Yield, brittle vs. ductile behavior. Lang's experiment. Rock Mechanics: problems, key concepts and approaches, fields of application. An overview of Rock Mechanics methods (laboratory tests, in-situ measurements and site investigations, theoretical, empirical, physical and numerical models). Stress tensor and elements of the linear elasticity theory. Failure criteria. Initial stresses in rock mass: theory, measurements and implications. Stress around underground openings. Joint and joint network attributes. Site investigation, data collection and visualization. Mechanical models of joints. Mechanical models of jointed rock mass. Engineering rock mass classifications. Strength and deformability of rock mass. Basic concepts of the block theory for rock slopes and underground openings."
"454";"9";"Psychrometry of air conditioning processe";"7";"3";"Completing the classes";"Justyna Swolkień";"Psychrometry of air conditioning processes: The lecture topics cover issues related to the psychrometry of air conditioning processes. During the lecture following issues will be discussed: psychrometric chart for humid air, air mixing stages, heating and air cooling in the conditions of sensible heat exchange, air drying, air humidification, including: air humidification by water injection, air humidification by steam injection; cooling and drying of air with secondary heating, humidification of air with pre-heating and secondary heating, mixing and adiabatic saturation of air with secondary heating, usage of dry steam for humidification, saturation, sorption drying. Psychrometry of air conditioning processes: Selection of the method of humidifying and drying the air in various climatic conditions. Calculation of air parameters after mixing. Preparation and work on the project. Presentation of partial results in English. Oral assessment of the project."
"455";"9";"Hydraulics of Water Well";"7";"3";"Completing the classes";"Radosław Pomykała,                     Krzysztof Polak";"1. Well Hydraulics (3) 1.1. Concept of head 1.2. Darcy’s low 1.3. Radial – flow equations 1.4. The principles of flow superposition 1.5. Effects of Boundaries and method of images 1.6. Well head losses 2. Groundwater investigations for locating well sites(2) 2.1. Aquafire properties 2.2. Groundwater resources assessment 2.3. Ground water quality 2.4. Pollution risk assessment and prevention 3. Well types (1) 4. Well construction (2) 5. Drilling methods (1) 6. Principles of well design (1) 7. Well testing (2) 7.1. Planning and design pumping test 7.2. Examples of test and production data evaluation 8. Well monitoring and maintenance (2) 8.1. Factor affecting well system performance 8.2. Monitoring well system performance 9. Methods of well revitalization (1) 1.Locating well site (2) 2.Ground water resources assessment(2) 3.Well construction(2) 4.Well design(3) 5.Design and planning of pumping tests(2) 6.Well monitoring(2) 7.Practical well rehabilitation(2)"
"456";"9";"Basics of Circular Econom";"7";"3";"Completing the classes";"Radosław Pomykała";"Current trends in development and changes in the environment - 2h: Depletion of resources, Demography. Climate changes. Degradation of the environment. Concept of circular economy - 3h: Pillars of circular economy, Ideas, guidelines, regulations on a national and international scale Scope of necessary changes Closed circuit in raw material economy - 6h: Efficiency of raw materials utilization Modern waste management - less waste, more products Methods, technologies, legal possibilities, Anthropogenic index Environmental footprint - life cycle analysis of raw materials and products Efficiency, maintenance, innovation: Save what you have, The role of energy now and in the future, Pro-environmental models of energy production, Energy intensity and energy efficiency, Smart grid and scattered sources, Innovation Efficiency, maintenance, innovation: Save what you have, The role of energy now and in the future, Pro-environmental models of energy production, Energy intensity and energy efficiency, Smart grid and scattered sources, Innovation"
"457";"9";"Mining & Econom";"7";"3";"Completing the classes";"Barbara Kowal";"An organizational matters – An overview of Polish Raw Materials Market Mining – strategic aspects, evaluation of raw materials Mining - financial aspects, investments Mining - employment & salary (renumeration, diseases) Mining - methods of mining, undergound mining, surface mining Green mining & advertisement of ecological product The reasons of a big decrease in development of energy raw resources – development in the time Mining company - strategy, investments, financies, work in group Calculation of basic ratio and basic indicators Working environment of miners - specifics and possibilities for improvement and motivation of workers Preparation of an eco-product advertisement for company and specific raw material"
"458";"9";"Applied Geomechanic";"7";"3";"Completing the classes";"Agnieszka Stopkowicz,                     Marek Cała";"Application of closed-form solutions for solving practical geomechanical cases. Application of numerical methods for solving practical geomechanical cases. Geomechanical problems in open pit and underground mining. Application of Rocscience group codes for solving practical geomechanical problems."
"459";"9";"Mine Water and Environmen";"7";"3";"Completing the classes";"Kazimierz Różkowski";"Water resources. Aquifer hydraulics. Groundwater inflow to a mine. Mine dewatering techniques. Groundwater chemistry. Impact on the environment. Case studies. Hydrologic cycle, precipitation, evaporation, infiltration, surface runoff, base flow, hydrologic equation. Aquifers and aquitards, unsaturated, saturated zone, groundwater table. Hydrogeological properties of rocks: porosity, permeability, water storage capacity, specific yield. Groundwater flow. Fundamentals of aquifer hydraulics, flow mapping. Radial flow to wells, interaction of wells. Dewatering systems. Processes controlling composition of natural water. Groundwater chemistry. Impact of mining activity on water environment. Mine dewatering, dewatering techniques, drawdown, cone of depression. Influence of mine drainage on groundwater flow system. Mine water chemistry, acid mine drainage, chemical evolution of mine waters, water treatment. Groundwater monitoring. Mine flooding and reclamation."
"460";"10";"Wprowadzenie do procesów przyrostowych";"1";"4";"Egzamin";"Beata Dubiel";"Procesy wytwarzania przyrostowego z materiałów metalicznych i ich klasyfikacja: natryskiwanie spoiwa na warstwę proszku (BJT), ukierunkowane osadzanie z topieniem skupioną wiązką energii (DED), wytłaczanie materiału (MEX), natryskiwanie warstw materiału (MJT), selektywne spajanie warstw proszku (PBF), laminowanie arkuszy (SHL), polimeryzacja indukowana fotochemicznie (VPP). Kryteria doboru podstawowych parametrów procesów przyrostowych. Zdolność materiałów metalicznych do wytwarzania przyrostowego. Krystalizacja jeziorka ciekłego metalu w procesach przyrostowych PBF i DED. Kształtowanie mikrostruktury materiałów metalicznych w procesach przyrostowych. Właściwości mechaniczne materiałów metalicznych wytwarzanych w procesach przyrostowych. · Ćwiczenia organizacyjne, szkolenie BHP. · Badania proszków metalicznych do wytwarzania przyrostowego. · Badania chropowatości powierzchni próbek wytwarzanych w procesach przyrostowych. · Pomiary porowatości próbek wytwarzanych w procesach przyrostowych. · Wyznaczanie dokładności wymiarowej cienkościennych próbek wytwarzanych w procesach przyrostowych. · Badania mikrostruktury stali wytwarzanych przyrostowo. · Badania mikrostruktury stopów metali nieżelaznych wytwarzanych przyrostowo. · Obróbka cieplna stopów metali po wytwarzaniu przyrostowym. · Badania anizotropii właściwości mechanicznych stopów metali wytwarzanych przyrostowo. · Ćwiczenia zaliczeniowe."
"461";"10";"Wytwarzanie proszków metali i ich recykling";"1";"4";"Egzamin";"Piotr Ledwig";"1. Ogólna charakterystyka metod do wytwarzania proszków metalicznych, 2. Charakterystyka metod wytwarzania proszków metalowych do procesów przyrostowych: - atomizacja gazowa, - atomizacja wodna, - atomizacja plazmowa z wirującą elektrodą, - atomizacja ultradźwiękowa, - Alternatywne metody wytwarzania proszków metalicznych do metod przyrostowych. 3. Kryteria doboru podstawowych metod wytwarzania proszku na własności proszków metalicznych , 4. Wymagania stawiane proszkom materiałów metalicznych używanych w procesach przyrostowych: natryskiwanie spoiwa na warstwę proszku (BJT), ukierunkowane osadzanie z topieniem skupioną wiązką energii (DED), natryskiwanie warstw materiału (MJT) i selektywne spajanie warstw proszku (PBF). 5. Kontrola jakości proszków przeznaczonych do procesów przyrostowych. 6. Recykling proszków metalicznych po procesach przyrostowych. 7. Produkcja proszków metalicznych z materiałów z recyklingu. 1. Zajęcia organizacyjne, szkolenie BHP. (2h) 2. Określenie parametrów technologicznych proszków metalicznych do procesów przyrostowych. (4 h) 3. Wyznaczenie gęstości nasypowej oraz lejności proszków metalicznych 4. Analiza rozkładu wielkości i kształtu proszków do druku 3D. (2h) 5. Analiza zużytych proszków po procesach przyrostowych. (2h) 6. Wykorzystanie odpadów procesie LPBF do produkcji proszków metalicznych. (2h) 7. Atomizacja ultradźwiękowa proszków do druku 3D. (2h) Metody wytwarzania proszków metalicznych do procesów przyrostowych: - atomizacja gazowa, - atomizacja wodna, - atomizacja ultradźwiękowa, - atomizacja rotacyjna, - synteza mechaniczna Kontrola jakości proszków metalicznych do druku 3D Recykling odpadów po druku 3D, Wymagania dla proszków metalicznych w procesach PBF oraz DED"
"462";"10";"Metale i stopy wykorzystywane w metodach przyrostowych";"1";"4";"Zaliczenie";"Piotr Bała";"1. Wprowadzenie. 2. Właściwości metali, mechanizmy umocnienia metali i stopów. 3. Żelazo i jego stopy 4. Stale austenityczne odporne na korozję 5. Stale umacniane wydzieleniowo 6. Stale narzędziowe 7. Nikiel i jego stopy 8. Stopy niklu umacniane roztworowo i umacniane wydzieleniowo 9. Tytan i jego stopy 10. Jednofazowe i dwufazowe stopy tytanu 11. Aluminium i jego stopy 12. Stopy aluminium umacniane wydzieleniowo 13. Stopy chrom - kobalt 14. Inne stopy metali używane w technologiach druku 3D 1. Badania wpływu szybkości krystalizacji na mikrostrukturę i właściwości wybranych stopów 2. Badania mikrostruktury i właściwości stali umacnianych wydzieleniowo 3. Badania mikrostruktury i właściwości stali odpornych na korozję austenitycznych 4. Badania mikrostruktury i właściwości stali narzędziowych 5. Badania mikrostruktury i właściwości jednofazowych stopów tytanu 6. Badania mikrostruktury i właściwości dwufazowych stopów tytanu 7. Badania mikrostruktury i właściwości stopów niklu 8. Badania mikrostruktury i właściwości stopów aluminium"
"463";"10";"Krystalizacja i przemiany fazowe w metalach i stopach";"1";"4";"Zaliczenie";"Tomasz Kozieł";"Termodynamika procesu krystalizacji - podstawowe funcje i zasady termodynamiki, konstrukcja jedno- i dwuskładnikowych wykresów fazowych w oparciu o założenia termodynamiczne. Termodynamiczna siła pędna procesu krystalizacji - zarodkowanie i wzrost kryształów, szybkość zarodkowania i wzrostu. Krzepnięcie czystych metali w warunkach dodatniego i ujemnego gradientu temperatury w cieczy. Krzepnięcie równowagowe stopów. Równowagowy i efektywny współczynnik podziału domieszki. Krzepnięcie nierównowagowe stopów w warunkach braku dyfuzji w stanie stałym z konwekcyjnym/dyfuzyjnym rozprowadzaniem domieszki w cieczy. Przechłodzenie stężeniowe. Struktura kolumnowa w materiałach wytwarzanych przyrostowo. Obliczanie termodynamicznej siły pędnej procesu krzepnięcia, zmiany energii swobodnej podczas procesu tworzenia zarodków, promienia krytycznego zarodka i pracy zarodkowania. Analiza procesu krzepnięcia w oparciu o wykres fazowy. Wykorzystanie programu Thermocalc do tworzenia wykresów fazowych, analiza krzepnięcia nierównowagowego. Wytwarzanie stopów metodą topienia łukowego. Odlewanie stopów metodą suction casting. Analiza szybkości chłodzenia odlewów i ewolucji mikrostruktury zachodzącej podczas krzepnięcia. Oszacowanie szybkości chłodzenia w trakcie krzepnięcie w oparciu o badania mikroskopowe."
"464";"10";"Prototypowanie z wykorzystaniem druku 3D";"1";"4";"Egzamin";"Rafał Kudelski";"Wstęp do prototypowania. Projektowanie CAD. Optymalizacja projektu w CAD. Przygotowanie do druku. Postprocessing. Zastosowanie metod prototypowania i druku w różnych dziedzinach. Wprowadzenie do oprogramowania CAD, podstawowe narzędzia i techniki. Techniki optymalizacji modeli CAD, unikanie typowych błędów projektowych. Wprowadzenie do symulacji inżynierskich, analiza wytrzymałościowa modeli. Proces przygotowania modelu do druku, oprogramowanie do slicingu. Różne materiały stosowane w druku 3D, ich właściwości i zastosowania. Optymalizacja parametrów druku, unikanie typowych błędów, ułożenie modelu na stole roboczym. Techniki post-processingu, usuwanie podpór, szlifowanie, malowanie, itp. Techniki odwrotnej inżynierii."
"465";"10";"Obróbka ubytkowa wydruków 3D";"1";"4";"Zaliczenie";"Krzysztof Zagórski";"W1: Stan rozwoju technologii ubytkowej, energochłonność procesów, klasyfikacja obróbki ubytkowej. W2: Parametry ruchu, proces skrawania, parametry warstwy skrawanej,stereometria ostrza, zużycie ostrza. W3: Materiały narzędziowe, zakres zastosowań, powłoki przeciwzużyciowe. W4: Zasady doboru materiału ostrza do materiału obrabianego, warstwa skrawana, siły i moc skrawania, okres trwalości ostrza. W5: Metody obróbki - toczeniem, odmiany , narzędzia i dobór warunków obróbki, dokladność obróbki. W6: Metody obróbki otworów, rodzaje wierteł, parametry warstwy skrawanej, dobór warunków obróbki otworów, dokladność obróbki. W7: Metody obróbki - frezowaniem, odmiany,narzędzia, obróbka HPC, HSC, obróbka kół zębatych.W8. Obróbka ścierna oraz obróbka niekonwencjonalna, warstwa wierzchnia przedmiotu obrabianego. W9, W10: Obróbka CNC, budowa, systemy sterowania HEIDENHAIN, SINUTRAIN. Ćw. nr 1: Obróbka kształtowania elementów toczeniem. Ćw. nr 2: Wiercenie, pogłębianie, rozwiercanie i frezowanie. Ćw. nr 3: Obróbka ścierna. Ćw. nr 4: Obróbka erozyjna. Ćw. nr 5. Obróbka cięcia strumieniem wody. Ćw. nr 6: Obrabiarki CNC. Ćw. nr. 1-7. System HEIDENHAIN Ćw. nr. 8-14. System SINUTRAIN"
"466";"10";"Mechanika materiałów z elementami modelowania";"1";"4";"Egzamin";"Paweł Paćko";"Wprowadzenie i podstawowe zagadnienia i pojęcia mechaniki materiałów: pola przemieszczeń, odkształceń, naprężęń. Zagadnienia równowagi statycznej i dynamicznej. Warunki brzegowe. Charakterystyki rozwiązań. Opis stanu naprężenia i jego niezmienniki. Redukcja wieloosiowego stanu naprężeń. Własności sprężysto-plastyczne materiałów. Krzywa rozciągania i ściskania. Zagadnienia termo-mechaniczne. Elementy teorii sprężystości materiałów kompozytowych i porowatych. Reguła mieszanin. Własności zastępcze materiałów kompozytowych. Analiza problemów inżynierskich I: rozciąganie i ściskanie prętów. Wyboczenie. Analiza problemów inżynierskich II: skręcanie prętów, zginanie belek. Złożone stany naprężeń. Elementy teorii wytrzymałości materiałów I: kryteria wytrzymałościowe w zagadnieniach statycznych, dynamicznych i zmęczeniowych. Elementy teorii wytrzymałości materiałów II: analiza wybranych stanów naprężeń i kryteriów projektowania elementów. Metody przybliżonego rozwiązania zagadnień mechaniki: metoda elementów skończonych. Funkcje kształtu i interpolacja z wykorzystaniem MES. Zasady wariacyjne w mechanice. Wykorzystanie elementu skończonego w rozwiązaniu przybliżonym problemów mechaniki Metody rozwiązania zagadnień statycznych i dynamicznych dla układów równań algebraicznych. Kalibracja modeli numerycznych procesów kształtowania przyrostowego. Wprowadzenie do badań materiałów i oceny ich własności. Normy własności mechanicznych elementów drukowanych. Rozciąganie i ściskanie I: opis teoretyczny, badania na maszynie wytrzymałościowej, analiza wykresu siła-przemieszczenie. Rozciąganie i ściskanie II: wyznaczenie charakterystyki naprężenie-odkształcenie materiału, porównanie własności materiałów wytwarzanych klasycznymi technologiami i metodami druku 3D. Rozciąganie i ściskanie III: analiza wpływu parametrów druku i obróbki termicznej na własności mechaniczne elementów. Zginanie I: opis teoretyczny, identyfikacja własności mechanicznych. Zginanie II: analiza wpływu parametrów druku na własności mechaniczne. Zginanie III: porównanie własności materiałów wytwarzanych klasycznymi technologiami i metodami druku 3D. Podsumowanie i kolokwium. Modelowanie I: wprowadzenie do modelowania numerycznego i symulacji procesów kształtowania przyrostowego. Modelowanie II: symulacja procesów druku 3D w metalu z analizą własności mechanicznych. Modelowanie III: symulacja procesów druku 3D w metalu z analizą własności mechanicznych. Modelowanie IV: optymalizacja wydruków z wykorzystaniem oprogramowania inżynierskiego. Modelowanie V: optymalizacja wydruków z wykorzystaniem oprogramowania inżynierskiego. Podsumowanie i kolokwium."
"467";"10";"Inżynieria kreatywności";"1";"2";"Zaliczenie";"Aneta Łukaszek-Sołek";"Wprowadzenie - istota kreatywności Przełamywanie barier – rozgrzewka twórcza Nowa perspektywa - ćwiczenia myślenia pytajnego i wrażliwości na problemy Budowanie skojarzeń - myślenie kombinacyjne - myślenie asocjacyjne Twórcze przekształcenia - myślenie transformacyjne Proste techniki i metody myślenia innowacyjnego Zaawansowane metody twórczego myślenia Trening kreatywności w praktyce - Łącz - Przekształcaj - Odkrywaj - Twórz Studenci mogą sami zaproponować temat lub otrzymają przygotowaną pulę tematów referatów. Po wyborze tematu studenci powinni przedstawić (zaprezentować) referat/prezentację/wystąpienie w kreatywny sposób. Twórcze rozwiązywanie problemów - techniki heurystyczne Proste techniki i metody myślenia innowacyjnego Zaawansowane metody twórczego myślenia"
"468";"10";"Zarządzanie projektami badawczo-rozwojowymi";"1";"2";"Zaliczenie";"Tomasz Śleboda";"Projekty badawczo-rozwojowe – charakterystyka, struktura, źródła finansowania (2 godz.). Koncepcja projektów badawczo-rozwojowych, ryzyka i procedury (2 godz.). Metody wspomagające zarządzanie projektami badawczo-rozwojowymi (2 godz.). Skład i rola zespołu realizującego projekt badawczo-rozwojowy (2 godz.). Modele realizacji projektów badawczo-rozwojowych (2 godz.). Ewaluacja projektów badawczo-rozwojowych (2 godz.). Ocena, wdrożenie i komercjalizacja wyników projektów badawczo-rozwojowych (2 godz.). Pomysł na projekt badawczo-rozwojowy, cel, zakres oraz innowacyjność proponowanych rozwiązań (2 godz.). Określanie struktury projektu badawczo-rozwojowego, planowanie zasobów i terminarza projektu (2 godz.). Wykonalność projektu badawczo-rozwojowego – szacowanie kosztów, budżet projektu (2 godz.). Metody zarządzania projektami badawczo-rozwojowymi – przykłady zastosowań (2 godz.). Projekty badawczo-rozwojowe - przykłady i praktyki (2 godz.). Projekty badawczo-rozwojowe - analiza czynników sukcesu lub porażki (2 godz.). Ewaluacja oraz wdrożenie i komercjalizacja rezultatów projektu (2 godz.)."
"469";"10";"Additive manufacturing processe";"2";"3";"Completing the classes";"Beata Dubiel";"• The history and principles of additive manufacturing. • Development and classification of additive manufacturing processes. • Advantages and disadvantages of different 3D printing methods. Guidelines for process selection. • Generalized additive manufacturing process chain. • Case study: powder bed additive manufacturing and its approaches to metal parts production for various applications. • Additive manufacturing applications for rapid prototyping, physical models and rapid tooling. • Application of additive manufacturing in steel industry. • Additive manufacturing in aerospace applications. • Additive manufacturing for automotive industry. • Additive manufacturing of titanium alloys to support medical applications. • The use of multiple materials in additive manufacturing. • Additive manufacturing of large-format objects. • Material/process design for additive manufacturing of lightweight structures. • Future considerations for metals additive manufacturing."
