"";"faculty_id";"name";"kind";"type";"description";"specialization"
"10";"1";"Informatyka Techniczna";"Studia inżynierskie I stopnia";"Stacjonarne";"Celem kształcenia na kierunku ""Informatyka Techniczna"" (do roku 2019 prowadzonego jako ""Informatyka Stosowana"") jest przekazanie wiedzy i umiejętności niezbędnych do tworzenia oprogramowania oraz wykorzystywania systemów komputerowych we wszystkich obszarach zastosowań, w szczególności tych związanych z rozmaitymi dziedzinami techniki i biznesu. Program nauczania obejmuje rozmaite aspekty informatyki, włączając elementy podstaw teoretycznych, skupia się jednak na umiejętnościach praktycznych: projektowaniu i implementacji systemów komputerowych, administracji systemami, analizie danych, technikach internetowych oraz metodach sztucznej inteligencji. Jako kierunek inżynierski, którego wielu absolwentów znajdzie zatrudnienie w firmach i instytucjach związanych z techniką, ""Informatyka Techniczna"" dostarcza także wiedzy podstawowej dotyczącej matematyki, fizyki, chemii, mechaniki oraz inżynierii materiałowej. Absolwentki i absolwenci kierunku ""Informatyka Techniczna"", będąc szczególnie dobrze przygotowani do podjęcia pracy w firmach i instytucjach związanych z techniką, mogą podejmować pracę w dowolnym obszarze zastosowań informatyki, jako wysoko wykwalifikowani programiści lub administratorzy systemów informatycznych. Kierunek posiada jeden z najwyższych wskaźników zatrudnienia w pracy o profilu zgodnym z kierunkiem kształcenia, już podczas studiów, a także w okresie kilku miesięcy po ukończeniu studiów (zatrudnienie ponad 99% w pierwszym roku po ukończeniu studiów – dane z roku 2018). Istnieje możliwość kontynuacji kształcenia na kierunku Informatyka Techniczna II stopnia.";""
"11";"1";"Informatyka Techniczna";"Studia inżynierskie I stopnia";"Niestacjonarne";"Celem kształcenia na kierunku ""Informatyka Techniczna"" (do roku 2019 prowadzonego jako ""Informatyka Stosowana"") jest przekazanie wiedzy i umiejętności niezbędnych do tworzenia oprogramowania oraz wykorzystywania systemów komputerowych we wszystkich obszarach zastosowań, w szczególności tych związanych z rozmaitymi dziedzinami techniki i biznesu. Program nauczania obejmuje rozmaite aspekty informatyki, włączając elementy podstaw teoretycznych, skupia się jednak na umiejętnościach praktycznych: projektowaniu i implementacji systemów komputerowych, administracji systemami, analizie danych, technikach internetowych oraz metodach sztucznej inteligencji. Jako kierunek inżynierski, którego wielu absolwentów znajdzie zatrudnienie w firmach i instytucjach związanych z techniką, ""Informatyka Techniczna"" dostarcza także wiedzy podstawowej dotyczącej matematyki, fizyki, chemii, mechaniki oraz inżynierii materiałowej. Absolwentki i absolwenci kierunku ""Informatyka Techniczna"", będąc szczególnie dobrze przygotowani do podjęcia pracy w firmach i instytucjach związanych z techniką, mogą podejmować pracę w dowolnym obszarze zastosowań informatyki, jako wysoko wykwalifikowani programiści lub administratorzy systemów informatycznych. Kierunek posiada jeden z najwyższych wskaźników zatrudnienia w pracy o profilu zgodnym z kierunkiem kształcenia, już podczas studiów, a także w okresie kilku miesięcy po ukończeniu studiów (zatrudnienie ponad 99% w pierwszym roku po ukończeniu studiów – dane z roku 2018). Istnieje możliwość kontynuacji kształcenia na kierunku Informatyka Techniczna II stopnia.";""
"12";"1";"Inżynieria Metali";"Studia inżynierskie I stopnia";"Stacjonarne";"Kierunek Inżynieria Metali jest ściśle związany z dyscypliną Inżynieria Materiałowa i stanowi kontynuację wieloletniej tradycji kształcenia na kierunku o takiej nazwie na Wydziale Inżynierii Metali i Informatyki Przemysłowej (dawniej Metalurgii i Inżynierii Materiałowej). Program studiów I stopnia został opracowany w taki sposób, aby przekazać studentom wiedzę ogólną, niezbędną do wykonywania zawodu inżynieria, poszerzoną wiedzę w zakresie tworzyw metalicznych oraz umiejętności i kompetencje umożliwiające samodzielne rozwiązywanie zadań inżynierskich.
Absolwent kierunku jest przygotowany do podjęcia pracy zawodowej w przedsiębiorstwach zajmujących się projektowaniem, wytwarzaniem, przetwarzaniem i zastosowaniem różnych materiałów inżynierskich, w tym stosowanych w motoryzacji, energetyce i lotnictwie.
Jako sukcesor kierunku Inżynieria Materiałowa, kierunek Inżynieria  Metali czerpie z najlepszych doświadczeń, tradycji i potencjału kadry naukowo-dydaktycznej oraz infrastruktury umożliwiającej prowadzenie kształcenia i badań naukowych na najwyższym poziomie.";""
"13";"1";"Inżynieria Metali";"Studia inżynierskie I stopnia";"Niestacjonarne";"Kierunek Inżynieria Metali jest ściśle związany z dyscypliną Inżynieria Materiałowa i stanowi kontynuację wieloletniej tradycji kształcenia na kierunku o takiej nazwie na Wydziale Inżynierii Metali i Informatyki Przemysłowej (dawniej Metalurgii i Inżynierii Materiałowej). Program studiów I stopnia został opracowany w taki sposób, aby przekazać studentom wiedzę ogólną, niezbędną do wykonywania zawodu inżynieria, poszerzoną wiedzę w zakresie tworzyw metalicznych oraz umiejętności i kompetencje umożliwiające samodzielne rozwiązywanie zadań inżynierskich.
Absolwent kierunku jest przygotowany do podjęcia pracy zawodowej w przedsiębiorstwach zajmujących się projektowaniem, wytwarzaniem, przetwarzaniem i zastosowaniem różnych materiałów inżynierskich, w tym stosowanych w motoryzacji, energetyce i lotnictwie.
Jako sukcesor kierunku Inżynieria Materiałowa, kierunek Inżynieria  Metali czerpie z najlepszych doświadczeń, tradycji i potencjału kadry naukowo-dydaktycznej oraz infrastruktury umożliwiającej prowadzenie kształcenia i badań naukowych na najwyższym poziomie.";""
"14";"1";"Inżynieria Obliczeniowa";"Studia inżynierskie I stopnia";"Stacjonarne";"Celem kształcenia na kierunku „Inżynieria obliczeniowa” jest wyjście naprzeciw potrzebom współczesnego przemysłu i nauki, które coraz częściej poszukują absolwentek i absolwentów, łączących umiejętności programistyczne z wiedzą w zakresie nauk podstawowych, co pozwala im rozumieć i rozwijać różnorodne modele obliczeniowe. Przekazana w procesie kształcenia wiedza i umiejętności mają dotyczyć tak podstaw teoretycznych – matematycznych, fizycznych, informatycznych, jak i aspektów praktycznych: programowania, administracji systemami, przeprowadzania eksperymentów obliczeniowych, wykorzystania rozmaitych narzędzi, w tym systemów komercyjnych i oprogramowania otwartego.
Istotnym elementem programu studiów na kierunku „Inżynieria obliczeniowa” jest uwzględnienie w szerokim stopniu możliwości dostosowania profilu kształcenia do własnych zainteresowań i różnych dziedzin zastosowań. Wybór odpowiednich przedmiotów, pozwalający na zdecydowane wyjście poza zakres tradycyjnych metod numerycznych, w kierunku takich technik jak: sztuczna inteligencja, algorytmy ewolucyjne, automaty komórkowe, sieci neuronowe, systemy agentowe, sztuczne systemy immunologiczne czy wiele innych technik inspirowanych procesami z zakresu biologii lub nauk humanistycznych, daje możliwość innowacyjnej działalności w różnorodnych dziedzinach, jak np. modelowanie procesów technologicznych, projektowanie nowych materiałów, modelowanie procesów transportu, symulacje złożonych sieci teleinformatycznych, modelowanie zjawisk biologicznych czy procesów społecznych.
Absolwentki i absolwenci kierunku „Inżynieria obliczeniowa”  są wszechstronnie przygotowani do uczestnictwa w zespołach programistycznych, w szczególności zajmujących się stosowaniem metod obliczeniowych w rozmaitych dziedzinach nauki i techniki. Posiadają cenne umiejętności oceny proponowanych przez systemy informatyczne rozwiązań, potrafią modyfikować sposób działania systemów informatycznych poprzez dobór danych wejściowych, modyfikacje samych systemów lub ich konfiguracji. Są także przygotowani do podjęcia pracy jako wysoko wykwalifikowani programiści lub administratorzy systemów informatycznych w dowolnym obszarze zastosowań informatyki.
Istnieje możliwość kontynuacji kształcenia na kierunku Informatyka Techniczna II stopnia..";""
"15";"1";"Inżynieria Procesów Przemysłowych";"Studia inżynierskie I stopnia";"Stacjonarne";"Inżynieria Procesów Przemysłowych stanowi podstawę rozwoju wielu gałęzi gospodarki. Obejmuje ona projektowanie, wytwarzanie i formowanie wyrobów i ich komponentów uwzględniając najnowsze trendy rozwoju przemysłu.
Wybierając kierunek Inżynieria Procesów Przemysłowych absolwenci zdobędą wiedzę w zakresie procesów wytwarzania i technik formowania wyrobów metalowych oraz inteligentnego projektowania linii technologicznych. Poznają najnowocześniejsze procesy przemysłowe stosowane w gospodarce niskoemisyjnej, zapewniające obniżenie emisji substancji szkodliwych dla środowiska. Zrozumieją konieczność ochrony surowców, zwiększenie efektywności energetycznej, wykorzystanie alternatywnych źródeł energii czy recyklingu produktów w świetle zasady „green deal” zgodnej z wymogami strategii Europejskiego Zielonego Ładu.
Studenci zyskają także kluczową wiedzę z obszaru najnowszych rozwiązań technologicznych wykorzystujących w praktyce przemysłowej elementy wirtualnej i rozszerzonej rzeczywistości, technik cyfryzacji czy druku 3D i szybkiego prototypowania zgodnie z założeniami Przemysłu 4.0 i 5.0.
Studia na kierunku Inżynieria Procesów Przemysłowych umożliwią zatem zdobycie szerokiej wiedzy i praktyki przemysłowej na temat wytwarzania zaawansowanych technologicznie oraz funkcjonalnie materiałów i wyrobów gotowych. Jest to niezbędne dla szybkiego rozwoju tak wymagających obszarów zastosowań jak: motoryzacja, energetyka, lotnictwo, elektronika, telekomunikacja, czy medycyna.";""
"16";"1";"Inżynieria Procesów Przemysłowych";"Studia inżynierskie I stopnia";"Niestacjonarne";"Inżynieria Procesów Przemysłowych stanowi podstawę rozwoju wielu gałęzi gospodarki. Obejmuje ona projektowanie, wytwarzanie i formowanie wyrobów i ich komponentów uwzględniając najnowsze trendy rozwoju przemysłu.
Wybierając kierunek Inżynieria Procesów Przemysłowych absolwenci zdobędą wiedzę w zakresie procesów wytwarzania i technik formowania wyrobów metalowych oraz inteligentnego projektowania linii technologicznych. Poznają najnowocześniejsze procesy przemysłowe stosowane w gospodarce niskoemisyjnej, zapewniające obniżenie emisji substancji szkodliwych dla środowiska. Zrozumieją konieczność ochrony surowców, zwiększenie efektywności energetycznej, wykorzystanie alternatywnych źródeł energii czy recyklingu produktów w świetle zasady „green deal” zgodnej z wymogami strategii Europejskiego Zielonego Ładu.
Studenci zyskają także kluczową wiedzę z obszaru najnowszych rozwiązań technologicznych wykorzystujących w praktyce przemysłowej elementy wirtualnej i rozszerzonej rzeczywistości, technik cyfryzacji czy druku 3D i szybkiego prototypowania zgodnie z założeniami Przemysłu 4.0 i 5.0.
Studia na kierunku Inżynieria Procesów Przemysłowych umożliwią zatem zdobycie szerokiej wiedzy i praktyki przemysłowej na temat wytwarzania zaawansowanych technologicznie oraz funkcjonalnie materiałów i wyrobów gotowych. Jest to niezbędne dla szybkiego rozwoju tak wymagających obszarów zastosowań jak: motoryzacja, energetyka, lotnictwo, elektronika, telekomunikacja, czy medycyna.";""
"17";"2";"Automatyka i Robotyka";"Studia inżynierskie I stopnia";"Stacjonarne";"Celem kształcenia na kierunku Automatyka i Robotyka jest zapewnienie absolwentowi praktycznych umiejętności inżynierskich koniecznych w pracy zawodowej, pozwalających na rozwiązywanie współczesnych problemów technologicznych związanych z dziedziną automatyki i robotyki. Absolwenci kierunku Automatyka i Robotyka otrzymają wiedzę teoretyczną i umiejętności praktyczne pozwalające na efektywne wykorzystanie najnowszych technik i technologii w zakresie szeroko rozumianych systemy sterowania, regulacji i nadzoru. Możliwości zatrudnienia absolwentów kierunku są bardzo szerokie. Podstawowym są firmy związane bezpośrednio z automatyzacją i robotyzacją produkcji, ale też firmy informatyczne, elektroniczne i badawczo-rozwojowe. Absolwenci mają możliwość kontynuacji kształcenia na studiach II stopnia na kierunku Automatyka i Robotyka na 4 specjalizacjach: Komputerowe Systemy Sterowania, Informatyka w Sterowaniu i Zarządzaniu, Inteligentne Systemy Sterowania oraz Cyber-Physical Systems (po angielsku). Dalszy rozwój naukowy możliwy jest w ramach studiów III stopnia (szkoły doktorskiej).";""
"18";"2";"Computer Science";"Studia inżynierskie I stopnia";"Stacjonarne";"Computer Science studies are conducted by Faculty of Electrical Engineering, Automatics, Computer Science and Biomedical Engineering in cooperation with Faculty of Computer Science, Electronics and Telecommunications, Faculty of Physics and Applied Computer Science, and Faculty of Metals Engineering and Industrial Computer Science.
These studies aim to provide knowledge and skills necessary to create and use broadly understood computer systems. They cover both theoretical foundations in the areas of mathematics, physics, computer science, as well as practical aspects, including design and implementation of PC and mobile systems, software development (programming in various languages), systems administration, data analysis, use of programming tools (software libraries, frameworks, and environments), including commercial applications and open-source software. Upon completion of the first-cycle studies, a student acquires knowledge at the engineering level, which is extended by the practical use of this knowledge during student internship after the sixth semester.
Mentor of the field of study: dr inż. Krzysztof Kluza
View full description of the field of study
Study programme determined by Resolution No. 109/2019 of the AGH UST Senate of 26 June 2019";""
"19";"2";"Elektrotechnika";"Studia inżynierskie I stopnia";"Stacjonarne";"Celem kształcenia na kierunku Elektrotechnika jest zapewnienie absolwentowi praktycznych umiejętności inżynierskich koniecznych w pracy zawodowej, pozwalających na rozwiązywanie współczesnych problemów technologicznych związanych z elektrotechniką. Absolwenci kierunku Elektrotechnika otrzymają wykształcenie i umiejętności praktyczne pozwalające na efektywne wykorzystanie najnowszych technik i technologii w zakresie użytkowania i przetwarzania energii elektrycznej oraz pomiarów jej parametrów. Umiejętności praktyczne są podbudowane wiedzą umożliwiającą zrozumienie aspektów naukowych i inżynierskich elektrotechniki.";""
"20";"2";"Elektrotechnika";"Studia inżynierskie I stopnia";"Niestacjonarne";"Celem kształcenia na kierunku Elektrotechnika jest zapewnienie absolwentowi praktycznych umiejętności inżynierskich koniecznych w pracy zawodowej, pozwalających na rozwiązywanie współczesnych problemów technologicznych związanych z elektrotechniką. Absolwenci kierunku Elektrotechnika otrzymają wykształcenie i umiejętności praktyczne pozwalające na efektywne wykorzystanie najnowszych technik i technologii w zakresie użytkowania i przetwarzania energii elektrycznej oraz pomiarów jej parametrów. Umiejętności praktyczne są podbudowane wiedzą umożliwiającą zrozumienie aspektów naukowych i inżynierskich elektrotechniki.";""
